product_title,product_categories,product_price
Entrepreneurship: Building a Business,"[[""Books""]]",26.57
Glencoe Tennessee Science Grade 8,"[[""Books""]]",8.96
"Math Connects: Concepts, Skills, and Problems Solving, Course 1, Noteables: Interactive Study Notebook with Foldables (Math Connects: Course 1)","[[""Books""]]",15.8
"Pre-Algebra, Homework Practice Workbook","[[""Books""]]",6.08
"Algebra 1, Study Guide &amp; Intervention Workbook","[[""Books""]]",6.08
"Algebra 1, Homework Practice Workbook","[[""Books""]]",6.08
Math Triumphs--Foundations for Algebra 1,"[[""Books""]]",28.72
"Geometry, Homework Practice Workbook","[[""Books""]]",5.96
"Algebra 2, Homework Practice Workbook","[[""Books""]]",6.08
Glencoe World History: Modern Times Teacher Wraparound Edition,"[[""Books""]]",88.28
"IMPACT Mathematics, Course 1, Skills Practice Workbook","[[""Books""]]",6.48
"IMPACT Mathematics, Course 2, Skills Practice Workbook","[[""Books""]]",107.72
"IMPACT Mathematics, Course 3, Skills Practice Workbook","[[""Books""]]",6.48
"Exploring Our World: Eastern Hemisphere, Student Edition","[[""Books""]]",74.8
"Literature: Texas Treasures, Course 1 (Glencoe Literature)","[[""Books""]]",89.38
Glencoe Health Student Edition 2011,"[[""Books""]]",45.29
Math Connects Plus Crs 1 (FL),"[[""Books""]]",86.64
Florida Math Connects Plus Course 2,"[[""Books""]]",6.2
"Chemistry, Student Edition (NASTA Hardcover Reinforced High School Binding) by Raymond Chang","[[""Books""]]",39.85
Biology by Sylvia Mader (NASTA Hardcover Reinforced High School Binding) Student Edition,"[[""Books""]]",16.98
Glencoe Algebra 1: Florida,"[[""Books""]]",107.72
Geometry: Florida Edition,"[[""Books""]]",93.71
"Hole's Human Anatomy and Physiology, Student Edition, 12th Edition","[[""Books""]]",34.99
"Discovering Our Past: A History of the World- Early Ages, Student Edition","[[""Books""]]",59.75
United States History: AP Achiever Exam Preparation Guide,"[[""Books""]]",22.36
"Literature Texas Treasures, Course 3","[[""Books""]]",3.94
Literature: Course 5: Texas Treasures,"[[""Books""]]",9.75
Literature Texas Treasures: American Literature,"[[""Books""]]",101.52
Literature Texas Treasures: British Literature,"[[""Books""]]",73.88
"Chemistry, AP Achiever Test Prep","[[""Books""]]",22.36
"Economics, AP Achiever Test Prep","[[""Books""]]",24.74
Explorations: Introduction to Astronomy (NASTA Hardcover Reinforced High School Binding),"[[""Books""]]",43.09
"Biology, 9th Edition","[[""Books""]]",30.99
Glencoe Biology (Glencoe Science),"[[""Books""]]",117.08
"Algebra 1, Student Edition CCSS","[[""Books""]]",40.47
"Math Connects, Course 1 Student Edition","[[""Books""]]",86.64
"Math Connects Reteach and Skills Practice Workbook, Course 1","[[""Books""]]",6.2
"Math Connects Reteach and Skills Practice Workbook, Course 2","[[""Books""]]",6.2
"Math Connects, Course 3 Student Edition","[[""Books""]]",88
Glencoe Algebra 2 CCSS Teacher Edition (Alighned to the Common Core State Standards),"[[""Books""]]",110.64
Geometry Student Edition 2012 CCSS,"[[""Books""]]",42.61
Marketing Essentials: Student Activities Workbook,"[[""Books""]]",105.56
The American Journey/ Early Years. Teacher Wraparound Edition,"[[""Books""]]",10.92
Reading Essentials for Biology: An Interactive Student Textbook,"[[""Books""]]",117.08
Biology Science Notebook,"[[""Books""]]",12.96
Chemistry: Matter and Change,"[[""Books""]]",69.9
Design of Machinery/Book and Disk,"[[""Books""]]",186.73
Structural Analysis/Book and 2 Disks (Schaum's Outline Series in Civil Engineering),"[[""Books""]]",15.63
Digital Filter Designer's Handbook: Featuring C Routines/Book and Disk,"[[""Books""]]",26.99
Engineering Properties of Soils and their Measurement,"[[""Books""]]",73.98
Introduction to Mathcad for Scientists and Engineers/Book and Disk,"[[""Books""]]",63.66
Student Audio Cassette Program (Part I) to accompany Destinos: An Introduction to Spanish,"[[""Books""]]",86.56
Behavioral Statistics: The Core,"[[""Books""]]",4
SPICE: Practical Device Modeling,"[[""Books""]]",60.01
Inside Spice: Overcoming the Obstacles of Circuit Simulation,"[[""Books""]]",60.01
Fundamentals of Mechanical Vibrations/Book and Disk: Version 5.2 (Mcgraw-Hill Series in Mechanical Engineering),"[[""Books""]]",20.08
Free and Low-Cost Software for Scientists and Engineers/Book and Disk (Programming Tools for Scientists and Engineers Series),"[[""Books""]]",4.09
Start Your Own Computer Repair Business/Book and Disk (Entrepreneurial PC Series),"[[""Books""]]",14.2
The Novell Cna/Cne Study Guide/Book and 2 Disks,"[[""Books""]]",7.37
Mathematical Algorithms in Visual Basic for Scientists &amp; Engineers (Programming Tools for Scientists &amp; Engineers),"[[""Books""]]",19.99
Applying Psychology,"[[""Books""]]",4
Single Sideband Systems and Circuits/Book and Disk,"[[""Books""]]",22.95
Windows Batch File Programming/Book and Disk,"[[""Books""]]",25.21
The Ultimate Batch File Book! (Book and CD-Rom),"[[""Books""]]",25.21
Complex Variables and Applications,"[[""Books""]]",18.95
Elements of Gas Turbine Propulsion w/ IBM 3.5' Disk,"[[""Books""]]",94.95
Nachalo: When in Russia . . . (Book 1) (Student Edition + Listening Comprehension Audio Cassette),"[[""Books""]]",16.8
Power Programming With Mathematica: The Kernel (Programming Tools for Scientists &amp; Engineers),"[[""Books""]]",75.19
Foundation Analysis and Design,"[[""Books""]]",145
Engineering Economics,"[[""Books""]]",25
Modelling Fixed Income Securities and Interest Rate Options (Mcgraw-Hill Finance Guide Series),"[[""Books""]]",45.77
Networking Technologies: A Complete Guide to Passing the Novell Cne Exam (McGraw-Hill Series on Computer Communications),"[[""Books""]]",8.19
Fitzpatrick's Dermatology in General Medicine (2 Volume Set),"[[""Books""]]",379.5
The Complete Shortwave Listener's Handbook,"[[""Books""]]",30.99
Smalltalk by Example: The Developer's Guide,"[[""Books""]]",21.56
The Logic Book with Student Solutions Manual,"[[""Books""]]",11
Professional Sas Programming Secrets: Updated With New Features of Releases 6.08-6.10 (Mcgraw-Hill Series on Data Warehousing and Data Management),"[[""Books""]]",18
Econometric Methods,"[[""Books""]]",8.22
Making Money in a Health Service Business on Your Home-Based PC,"[[""Books""]]",3.99
A C++ Primer for Engineers: An Object-Oriented Approach,"[[""Books""]]",4
Living With Art,"[[""Books""]]",3.97
Software Reliability Engineering,"[[""Books""]]",61.56
Econometric Models and Economic Forecasts,"[[""Books""]]",9.08
"Virtual LANs: A Guide to Construction, Operation and Utilization (McGraw-Hill Computer Communications Series)","[[""Books""]]",28.99
Programming and Customizing the Pic Microcontroller,"[[""Books""]]",7.25
Java 1.1 Certification Exam Guide for Programmers and Developers,"[[""Books""]]",4.53
LabVIEW Power Programming,"[[""Books""]]",33.2
Get Your Captain's License,"[[""Books""]]",9.99
C Programming for Engineering and Computer Science (B.E.S.T. Series),"[[""Books""]]",94.36
Programming and Customizing the Basic Stamp Computer (TAB Microcontrollers),"[[""Books""]]",11.16
Standard Handbook of Architectural Engineering,"[[""Books""]]",66.92
Building Corporate Portals with XML,"[[""Books""]]",51.68
Inside Spice with CDROM (Electronic Packaging and Interconnection Series),"[[""Books""]]",60.01
Web TCL Complete with CDROM,"[[""Books""]]",44.99
High Impact Tools and Activities for Strategic Planning: Creative Techniques for Facilitating Your Organization's Planning Process,"[[""Books""]]",81.14
The Ccie Study Guide,"[[""Books""]]",5.27
Writing SAP ABAP/4 Programs,"[[""Books""]]",26.23
"Invest Like The Best, Book with Diskette","[[""Books""]]",28.59
A+ Certification Exam Guide,"[[""Books""]]",32.1
The Customer Service Training Tool Kit : 60 Training Activities for Customer Service Trainers,"[[""Books""]]",81.42
Quality Improvement Through Planned Experimentation,"[[""Books""]]",5
Voice over Ip Networks,"[[""Books""]]",54.11
The American Institute of Architects Guide to Dallas Architecture: With Regional Highlights,"[[""Books""]]",31.46
"Bibliography on the fatigue of materials, components, and structures (v. 1)","[[""Books""]]",90
Chocky (Athena books),"[[""Books""]]",9.95
Applied Gamma-Ray Spectrometry,"[[""Books""]]",84.56
Principles of Training,"[[""Books""]]",28.76
Chess Endings Essential Knowledge,"[[""Books""]]",12.73
"Men of Physics: Galileo Galilei, His Life and His Works: The Commonwealth and International Library: Selected Readings in Physics","[[""Books""]]",69.3
Theory of Beams: The Application of the Laplace Transformation Method to Engineering Problems,"[[""Books""]]",17.57
A Reader in Planning Theory (Urban and Regional Planning Series),"[[""Books""]]",4.01
Introduction to the Properties of Crystal Surfaces (Materials Science &amp; Technology Monographs),"[[""Books""]]",65.66
Problems in Quantum Mechanics (Monographs in Natural Philosophy),"[[""Books""]]",76.49
Quantum mechanics : non-relativistic theory,"[[""Books""]]",53.87
Quantum Mechanics (Monographs in Natural Philosophy),"[[""Books""]]",16.92
The Modern Russian Dictionary for English Speakers: English-Russian,"[[""Books""]]",5.16
"Introduction to Superconductivity, Second Edition (International Series in Solid State Physics; V. 6)","[[""Books""]]",16.04
The Sea Power of the State,"[[""Books""]]",33.95
"Introduction to Microelectronics (Pergamon international library of science, technology, engineering, and social studies)","[[""Books""]]",65.66
"Internal Combustion Engines: A Detailed Introduction to the Thermodynamics of Spark and Compression Ignition Engines, Their Design and Development ... technology, engineering &amp; social studies)","[[""Books""]]",65.66
The Iron Blast Furnace: Theory and Practice (Materials Science &amp; Technology Monographs),"[[""Books""]]",65.66
"X-Ray Astronomy: Proceedings of a Symposium of the Twenty-First Plenary Meeting of Cospar, Innsbruck, Austria, 29 May to 10 June 1978 (Advances in Space Exploration, V. 3)","[[""Books""]]",6.82
Environmental Design and Human Behavior: A Psychology of the Individual in Society (General Psychology),"[[""Books""]]",84.56
Grandmaster Preparation (Pergamon Russian Chess),"[[""Books""]]",23.36
Load-Bearing Fibre Composites: International Series on the Strength and Fracture of Materials and Structures,"[[""Books""]]",65.84
The Self-Organizing Universe: Scientific and Human Implications of the Emerging Paradigm of Evolution (Systems Science and World Order Library. Innovations in Systems Science),"[[""Books""]]",59.15
"Introduction to Nuclear Techniques in Agronomy and Plant Biology (Pergamon International Library of Science, Technology, Engineering &amp; Social Studies)","[[""Books""]]",63
Game Theory and Experimental Games: The Study of Strategic Interaction (International series in experimental social psychology),"[[""Books""]]",62.68
"Physics and Astrophysics: A Selection of Key Problems (Pergamon International Library of Science, Technology, Engin)","[[""Books""]]",28.76
Gauge Theories: An Introduction,"[[""Books""]]",89.25
"Popper and After: Four Modern Irrationalists (Pergamon International Library of Science, Technology, Engineering &amp; Social Studies)","[[""Books""]]",12.13
"History of Religious Sectarianism in Russia, 1860'S-1917","[[""Books""]]",51.3
"Comprehensive Chess Endings, Volume 1, Bishop Endings, Knight Endings (Pergamon Russian Chess Series)","[[""Books""]]",31.46
From the Opening into the Endgame,"[[""Books""]]",15.76
Play the Nimzo-Indian Defense,"[[""Books""]]",22.47
Strategic Military Deception (Pergamon Policy Studies on Security Affairs),"[[""Books""]]",65.66
"Expert Systems (Computer State of the Art Report Series 12, No. 8)","[[""Books""]]",479.75
"Quantum Mechanics Non-Relativistic Theory, Third Edition: Volume 3 (Course of Theoretical Physics) (Vol. 3)","[[""Books""]]",75.19
The Application of Chess Theory (Russian Chess),"[[""Books""]]",26.05
Single Case Experimental Designs Strategies for Studying Behavior Change,"[[""Books""]]",121.99
Mechanics and Design of Cam Mechanisms,"[[""Books""]]",70.02
Understanding Identity Statements (Scots Philosophical Monograph Series),"[[""Books""]]",29.95
Hitler's Gladiator: The Life and Times of Oberstgruppenfuhrer and Panzergeneral-Oberst Der Waffen SS Sepp Dietrich,"[[""Books""]]",11.56
The KGB and Soviet Disinformation: An Insider's View,"[[""Books""]]",16.99
Stress Inoculation Training,"[[""Books""]]",16.02
Adolescent Anger Control (Psychology Practitioner Guidebooks),"[[""Books""]]",11.29
Modern Nmr Techniques for Chemistry Research (Tetrahedron Organic Chemistry),"[[""Books""]]",8.55
Non-drug Treatments for Essential Hypertension,"[[""Books""]]",4
The Test of Time (Pergamon Russian Chess Series),"[[""Books""]]",22.47
The Petrov Affair: Politics and Espionage,"[[""Books""]]",72.95
Take That Hill! Royal Marines in the Falklands War,"[[""Books""]]",5.39
Treating Conduct and Oppositional Defiant Disorders in Children.,"[[""Books""]]",9.75
Scotland's Golf Courses,"[[""Books""]]",17.42
"The Greatest Tumult: The Chinese Civil War, 1936-49","[[""Books""]]",49.95
"Self-Modifying Systems in Biology and Cognitive Science, Volume 6: A New Framework for Dynamics, Information and Complexity (IFSR International Series on Systems Science and Engineering)","[[""Books""]]",93.95
The Killer Grob (Pergamon Chess Series),"[[""Books""]]",17.96
The Games of Tigran Petrosian: Vol. 2 1966-1983 (Pergamon Russian Chess Series),"[[""Books""]]",26.96
Highland Bridges,"[[""Books""]]",17.75
"Mastering the Endgame, Volume 2","[[""Books""]]",15.76
Contouring: A Guide to the Analysis and Display of Spatial Data (Computer Methods in the Geosciences),"[[""Books""]]",71.49
Red Thrust: Attack on the Central Front Soviet Tactics and Capabilities in the 1990s,"[[""Books""]]",12.36
Worldwide Science and Technology Advice: To the Highest Level of Governments,"[[""Books""]]",30.35
Profession of Arms,"[[""Books""]]",12.87
Everybody Had His Own Gringo: The CIA and the Contras,"[[""Books""]]",14.35
B-17s over Berlin: Personal Stories from the 95th Bomb Group,"[[""Books""]]",8.96
Always Home:  50 Years of the USO--The Official Photographic History,"[[""Books""]]",13.6
Solid Rocket Propulsion Technology,"[[""Books""]]",69.71
"Chemical Engineering Volume 3, Third Edition: Chemical and Biochemical Reactors &amp; Process Control (Coulson &amp; Richardson's Chemical Engineering)","[[""Books""]]",24.5
Company Command: The Bottom Line,"[[""Books""]]",12.02
Air Filtration: An Integrated Approach to the Theory and Applications of Fibrous Filters,"[[""Books""]]",68.6
Lifeblood of War,"[[""Books""]]",24.5
"Learning Across the Lifespan: Theories, Research, Policies","[[""Books""]]",133.9
"CALPHAD (Calculation of Phase Diagrams): A Comprehensive Guide, Volume 1 (Pergamon Materials Series)","[[""Books""]]",204.25
Thin-Walled Structures with Structural Imperfections,"[[""Books""]]",165
"The Waltham Book of Human-Animal Interaction: Benefits and Responsibilities of Pet Ownership, 1e (Waltham Centre for Pet Nutrition)","[[""Books""]]",28.76
"Geographic Information Systems for Geoscientists, Volume 13: Modelling with GIS (Computer Methods in the Geosciences)","[[""Books""]]",69.3
Thalamus,"[[""Books""]]",677.47
"Drugs to Market (Technology, Innovation, Entrepreneurship and Competitive Strategy) (Technology, Innovation, Entrepreneurship and Competitive Strategy) (Wenner-Gren International Series)","[[""Books""]]",94
Recrystallization and Related Annealing Phenomena,"[[""Books""]]",48.4
The Science and Technology of Carbon Nanotubes,"[[""Books""]]",227.49
"Educational Research, Methodology and Measurement (Resources in Education Series)","[[""Books""]]",267.85
Fundamentals of Transportation and Traffic Operations,"[[""Books""]]",108.08
"High-Resolution NMR Techniques in Organic Chemistry (Tetrahedron Organic Chemistry Series, Vol. 19)","[[""Books""]]",102.29
"Neural Networks and Genome Informatics, Volume 1 (Methods in Computational Biology and Biochemistry)","[[""Books""]]",78.19
"Handbook of Heterocyclic Chemistry, Second Edition","[[""Books""]]",337.25
Observational Before-After Studies in Road Safety,"[[""Books""]]",110.15
New Patterns of Adult Learning: A Six-Country Comparative Study,"[[""Books""]]",110.15
Environmental Contamination in Antarctica: A Challenge to Analytical Chemistry,"[[""Books""]]",164
Creating Entrepreneurial Universities: Organizational Pathways of Transformation (Issues in Higher Education) (Issues in Higher Education) (Advances in Learning and Instruction Series),"[[""Books""]]",46.5
Tourism and Modernity (Tourism Social Science Series) (Tourism Social Science Series),"[[""Books""]]",127.25
European Energy Industry Business Strategies (Elsevier Global Energy Policy and Economics Series),"[[""Books""]]",134.9
"Palladium in Heterocyclic Chemistry, Volume 20: A Guide for the Synthetic Chemist (Tetrahedron Organic Chemistry)","[[""Books""]]",53.29
"Systems Perspectives on Resources, Capabilities, and Management Processes (Advanced Series in Management) (Advanced Series in Management) (Advances in Tourism Research Series)","[[""Books""]]",113
The Scientific Study of General Intelligence: Tribute to Arthur Jensen,"[[""Books""]]",202.28
Radioactive Fallout after Nuclear Explosions and Accidents (Radioactivity in the Environment),"[[""Books""]]",148.79
ENGINEERING ROCK MECHANICS - AN INTRODUCTION TO THE PRINCIPLES,"[[""Books""]]",68.05
Design Knowing and Learning: Cognition in Design Education,"[[""Books""]]",125.67
Marine Structural Design,"[[""Books""]]",229.24
Traffic &amp; Transport Psychology: Proceedings of the ICTTP 2000,"[[""Books""]]",131.49
"Seismic Waves and Rays in Elastic Media, Volume 34 (Handbook of Geophysical Exploration: Seismic Exploration)","[[""Books""]]",185
Failure Analysis Case Studies II,"[[""Books""]]",275.5
"Practical Ship Design, Volume 1 (Elsevier Ocean Engineering Series)","[[""Books""]]",105.01
The Handbook of Road Safety Measures,"[[""Books""]]",207.05
The Network Reliability of Transport,"[[""Books""]]",139.6
"Advances in Enzyme Regulation, Volume 42, Volume 42","[[""Books""]]",62.19
"Handbook of Clay Science, Volume 1 (Developments in Clay Science)","[[""Books""]]",184
Management of Technology: Internet Economy: Opportunities and Challenges for Developed and Developing Regions of the World (Management of Technology),"[[""Books""]]",158.6
Contemporary Tourism: Diversity and Change (Tourism Social Science Series),"[[""Books""]]",121.55
Time Frequency Analysis,"[[""Books""]]",365.84
Introduction to Hydrocodes (Studies in Applied Mechanics),"[[""Books""]]",171
Fast Multipole Methods for the Helmholtz Equation in Three Dimensions (Elsevier Series in Electromagnetism),"[[""Books""]]",242.25
Failure Analysis Case Studies III,"[[""Books""]]",247
Activated Carbon,"[[""Books""]]",266
Corrosion of Aluminium,"[[""Books""]]",159.09
"Computational Fluid Dynamics: Principles and Applications, Second Edition","[[""Books""]]",190.24
Subsea Pipelines and Risers (Ocean Engineering),"[[""Books""]]",323
High Temperature Oxidation and Corrosion of Metals,"[[""Books""]]",199.99
The Mechanics of Constitutive Modeling,"[[""Books""]]",262.54
Handbook of Categorization in Cognitive Science,"[[""Books""]]",232.75
"Biogeochemistry: Treatise on Geochemistry, Volume 8","[[""Books""]]",42.78
"Engineering  Properties  of Rocks, Volume 4 (Geo-Engineering Book Series)","[[""Books""]]",223.8
High Cycle Fatigue: A Mechanics of Materials Perspective,"[[""Books""]]",279.76
Obsessive-Compulsive Disorder: Subtypes and Spectrum Conditions,"[[""Books""]]",89.52
"Surface and Ground Water, Weathering, and Soils: Treatise on Geochemistry, Second Edition, Volume 5 (Treatise on Geochemisty)","[[""Books""]]",122.55
Non-Rocket Space Launch and Flight,"[[""Books""]]",279.76
The Crust: Treatise on Geochemistry,"[[""Books""]]",122.55
"The Mantle and Core: Treatise on Geochemistry, Second Edition, Volume 2","[[""Books""]]",116.85
Clocking the Mind: Mental Chronometry and Individual Differences,"[[""Books""]]",81.29
"Clinical Ophthalmology: A Systematic Approach, 6e","[[""Books""]]",220.93
"The Physiotherapist's Pocketbook: Essential Facts at Your Fingertips, 2e","[[""Books""]]",35.52
Traffic Safety and Human Behavior,"[[""Books""]]",112.89
"Cranial Osteopathic Biomechanics, Pathomechanics and Diagnostics for Practitioners, 1e","[[""Books""]]",47.45
New Directions in Technology Management (Management of Technology),"[[""Books""]]",143.21
"Dictionary of Veterinary Nursing, 3e","[[""Books""]]",51.38
"Seismic Stratigraphy, Basin Analysis and Reservoir Characterisation (Handbook of Geophysical Exploration: Seismic Exploration)","[[""Books""]]",152
"Advances in Fuel Cells, Volume 1","[[""Books""]]",182.49
Qualitative Research in the Study of Leadership,"[[""Books""]]",63.6
"Managing Health and Safety at Work Super Series, Fifth Edition","[[""Books""]]",36.95
Making Sense of Data and Information (Management Extra),"[[""Books""]]",44.76
Real World Drug Discovery: A Chemist's Guide to Biotech and Pharmaceutical Research,"[[""Books""]]",87.35
Mechanics of Offshore Pipelines: Volume 1 Buckling and Collapse,"[[""Books""]]",115.9
Computational Techniques for Multiphase Flows,"[[""Books""]]",130
"Future Energy: Improved, Sustainable and Clean Options for our Planet","[[""Books""]]",95.95
"High-Resolution NMR Techniques in Organic Chemistry, Volume 27, Second Edition (Tetrahedron Organic Chemistry)","[[""Books""]]",70.93
"FRET and FLIM Techniques, Volume 33 (Laboratory Techniques in Biochemistry and Molecular Biology)","[[""Books""]]",103.55
Concise Encyclopedia of Languages of the World (Concise Encyclopedias of Language and Linguistics),"[[""Books""]]",180
The Green Studio Handbook,"[[""Books""]]",29.25
,"[[""Software"", ""Photography""]]",99
Configuration Management Metrics,"[[""Books""]]",64.3
"Fatigue and Tribological Properties of Plastics and Elastomers, 2nd Edition, Second Edition (Plastics Design Library)","[[""Books""]]",322.8
Dictionary of Energy: Expanded Edition,"[[""Books""]]",46.44
ECONOMICS OF EDUCATION,"[[""Books""]]",52.73
Engineering Mathematics,"[[""Books""]]",26.51
Introduction to AutoCAD 2011,"[[""Books""]]",9.75
"Aerodynamics for Engineering Students, Sixth Edition","[[""Books""]]",24.5
"Valve Amplifiers, Fourth Edition","[[""Books""]]",62.71
"Chemical Engineering Design, Second Edition: Principles, Practice and Economics of Plant and Process Design","[[""Books""]]",28.48
"Engineering Materials 1, Fourth Edition: An Introduction to Properties, Applications and Design","[[""Books""]]",17
"Introduction to Dislocations, Fifth Edition","[[""Books""]]",34.98
"Hydraulics and Pneumatics, Third Edition: A technician's and engineer's guide","[[""Books""]]",42.56
Project Management for Business Engineering and Technology,"[[""Books""]]",61.39
Isotope Geochemistry: A derivative of the Treatise on Geochemistry,"[[""Books""]]",82.62
"Extractive Metallurgy of Copper, Fifth Edition","[[""Books""]]",199.5
"Airworthiness, Second Edition: An Introduction to Aircraft Certification","[[""Books""]]",95.54
"Extractive Metallurgy of Nickel, Cobalt and Platinum Group Metals","[[""Books""]]",192.44
"Aircraft Structures for Engineering Students, Fifth Edition (Elsevier Aerospace Engineering)","[[""Books""]]",23.5
"PIC Microcontrollers, Third Edition: An Introduction to Microelectronics","[[""Books""]]",31.05
17th Edition IEE Wiring Regulations: Explained and Illustrated (Iee Wiring Regulations Explained and Illustrated (Scadden)),"[[""Books""]]",20.85
Principles of Horticulture,"[[""Books""]]",23.45
Building Services Handbook,"[[""Books""]]",43.64
"Starting Electronics, Fourth Edition","[[""Books""]]",26.09
"The Immunoassay Handbook, Fourth Edition: Theory and applications of ligand binding, ELISA and related techniques","[[""Books""]]",148.49
"Electronics Simplified, Third Edition","[[""Books""]]",25.75
"Solid-Liquid Filtration: A user's guide to minimizing cost &amp; environmental impact, maximizing quality &amp; productivity","[[""Books""]]",94.95
"The Circuit Designer's Companion, Third Edition","[[""Books""]]",24.58
"Practical Ship Hydrodynamics, Second Edition","[[""Books""]]",98.8
PIC Projects and Applications using C: A Project-based Approach,"[[""Books""]]",35.89
"Nanotechnology Cookbook: Practical, Reliable and Jargon-free Experimental Procedures","[[""Books""]]",114
Chemical and Process Plant Commissioning Handbook: A Practical Guide to Plant System and Equipment Installation and Commissioning,"[[""Books""]]",125.18
"Ship Construction, Seventh Edition","[[""Books""]]",68.46
"Orbital Mechanics for Engineering Students, Third Edition (Aerospace Engineering)","[[""Books""]]",43.89
Fast and Effective Embedded Systems Design: Applying the ARM mbed,"[[""Books""]]",27.25
Designing Embedded Systems with 32-Bit PIC Microcontrollers and MikroC,"[[""Books""]]",59.11
"Materials and Design, Third Edition: The Art and Science of Material Selection in Product Design","[[""Books""]]",45.49
"Flight Dynamics Principles, Third Edition: A Linear Systems Approach to Aircraft Stability and Control (Aerospace Engineering)","[[""Books""]]",73.11
"Computational Fluid Dynamics, Second Edition: A Practical Approach","[[""Books""]]",71.59
"Writing for Science and Engineering, Second Edition: Papers, Presentations and Reports (Elsevier Insights)","[[""Books""]]",45.01
"An Introduction to Credit Derivatives, Second Edition","[[""Books""]]",70.77
The Designer's Guide to the  Cortex-M Processor Family: A Tutorial Approach,"[[""Books""]]",54.56
"Electric Motors and Drives: Fundamentals, Types and Applications, 4th Edition","[[""Books""]]",33.98
Manufacturing Process Selection Handbook,"[[""Books""]]",83.9
"PIC Microcontroller Projects in C, Second Edition: Basic to Advanced","[[""Books""]]",61.7
Goodbye Forever (Sweet Dreams Series #72),"[[""Books""]]",5.15
"The Abyss (Like a Tear in the Ocean : a Trilogy, Vol 2)","[[""Books""]]",28.03
So You Want to Be a Social Worker: A Primer for the Christian,"[[""Books""]]",166.09
Almost Homemade 2011 (267 Easy Favorites),"[[""Books""]]",13.04
"Berdan's United States sharpshooters in the Army of the Potomac, 1861-1865","[[""Books""]]",12.51
Elementary Drum Method,"[[""Books""]]",9.14
The Spanish farm,"[[""Books""]]",3.99
Downwind of Upstage: The Art of Coarse Acting,"[[""Books""]]",9.95
Sandel,"[[""Books""]]",9.99
Those Incredible Christians,"[[""Books""]]",13.5
Scum of the Earth (Danube edition),"[[""Books""]]",9.79
Rickenbacker,"[[""Books""]]",16.64
Valentino,"[[""Books""]]",12.99
"The Portuguese seaborne empire, 1415-1825 (The History of human society)","[[""Books""]]",25.41
The races of Britain: A contribution to the anthropology of Western Europe,"[[""Books""]]",33.8
Husserl and phenomenology (Hutchinson University library. Philosophy),"[[""Books""]]",90.25
Devil and All His Works,"[[""Books""]]",25.84
The Case of the Midwife Toad,"[[""Books""]]",13.78
I am Mary Tudor,"[[""Books""]]",7.19
The Roots of Coincidence,"[[""Books""]]",8.96
Edwardians in love,"[[""Books""]]",11.73
Basic methods of linear functional analysis (Pure mathematics),"[[""Books""]]",10.4
The rise and fall of the League of Nations,"[[""Books""]]",11.6
Win at greyhound racing,"[[""Books""]]",8.99
The Definitive Tarot,"[[""Books""]]",19.23
Louis &amp; Victoria: The first Mountbattens,"[[""Books""]]",35.8
A slice of spice: Travels to the Indonesian Islands,"[[""Books""]]",17.47
The Lillian Beckwith Omnibus,"[[""Books""]]",17.48
Mother Russia,"[[""Books""]]",10.99
Stravinsky in Pictures and Documents,"[[""Books""]]",19.99
Dancing WuLi Masters An Overview of the New Physics,"[[""Books""]]",13.64
Zen: Dawn in the West,"[[""Books""]]",16.16
Blood Relations: Du Pont Family,"[[""Books""]]",22.47
In the Belly of the Beast,"[[""Books""]]",12.5
Badge of Glory,"[[""Books""]]",7.99
The Yogi and the Commissar and Other Essays (The Danube edition),"[[""Books""]]",25.86
Devil of a State,"[[""Books""]]",12.46
BERLIN GAME.,"[[""Books""]]",6.64
The Killing Doll,"[[""Books""]]",6.59
Great Medical Mysteries,"[[""Books""]]",11.07
The Farmer's Dog,"[[""Books""]]",21.39
Mexico Set,"[[""Books""]]",6.64
Leonardo Da Vinci: A Pop-up Book,"[[""Books""]]",20.45
London Match,"[[""Books""]]",6.64
Live Flesh,"[[""Books""]]",6.59
The minister and the massacres,"[[""Books""]]",14
ACROSS THE HELLESPONT: A Literary Guide to Turkey,"[[""Books""]]",17.1
Devil Rides Out (Fleshcreepers),"[[""Books""]]",0.99
Talking to Strange Men,"[[""Books""]]",6.59
The Spirit of Allah : Khomeini and the Islamic Revolution,"[[""Books""]]",18.7
Shakespeare Made Easy,"[[""Books""]]",6.64
Difficulties with Girls,"[[""Books""]]",21.75
In Search of Conrad,"[[""Books""]]",25.2
The Agony and the Ecstasy: Stephen Roche's World of Cycling,"[[""Books""]]",11.42
Calling the Horses: A Racing Autobiography,"[[""Books""]]",26.55
Veterinary Notes for Dog Owners,"[[""Books""]]",47.99
Jeeves Omnibus: No.1,"[[""Books""]]",0.99
MODERN BALLROOM DANCING(,"[[""Books""]]",10.59
Comedies,"[[""Books""]]",25
Punic Wars,"[[""Books""]]",12.88
Seven Tenths,"[[""Books""]]",14.32
Memoirs,"[[""Books""]]",11.94
Wisdom and Strength The Biography of a Renaissance Masterpiece,"[[""Books""]]",15.11
Yours Plum (Letters of Wodehouse series),"[[""Books""]]",22.15
Quick Callanetics: Hips and Behind,"[[""Books""]]",10.95
Goren's New Bridge Complete,"[[""Books""]]",7.69
Of Mice and Men,"[[""Books""]]",5.89
The Legend of the Indian Paintbrush,"[[""Books""]]",7.99
The Long Patrol,"[[""Books""]]",16.13
